placa,chassi,associado,cpf,dt_nascimento,marca,modelo,ano_de_fabricacao,valor_fipe,linha,dt_contrato,situacao,telefone,email,estado,cidade,ingested_at
QFM-6030,TS98I8DC2HEOLQK29,GABRIEL CARDOSO ALVES,495.373.557-27,15/11/1983,FIAT,CARGO 2428 E T 3-Eixos 2p (diesel),2011,"R$ 220.143,00",CAMINHãO,9/5/2024,INATIVO,(74) 94946-6900,larissa.oliveira.rocha@ficticio.com.br,PR,Dom Pedrito,2026-02-05 01:54:33.557723 UTC
KEY-1220,EKSUEOAENPGTB01FG,LARISSA LIMA GOMES,485.703.232-78,27/07/1972,FIAT,CARGO 2428 E T 8x2 2p (diesel),2008,"R$ 232.729,00",CAMINHãO,20/2/2025,ATIVO,,letcia.cardoso.costa76@ficticio.com.br,PR,Piraquara,2026-02-05 01:54:33.557723 UTC
EPQ-3495,9JMFTWI5JFPG08JNW,RODRIGO GOMES CARVALHO,135.404.683-22,16/11/1977,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2006,"R$ 157.499,00",CAMINHãO,27/3/2025,INATIVO,(35) 98796-4874,rafael.ribeiro.martins@ficticio.com.br,PR,Pinhais,2026-02-05 01:54:33.557723 UTC
VMM-0146,ZRQ42SR07UG4EFTR4,RICARDO FERREIRA RIBEIRO,121.880.895-95,10/10/1980,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2007,"R$ 188.486,00",CAMINHãO,1/10/2024,INATIVO,(25) 91816-7615,fernanda.cardoso.rocha@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
CTE-5255,K9BBD35JZS3X4XWU3,leTícIa MElo MaRTInS,570.580.859-59,26/03/1978,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2007,"R$ 177.818,00",CAMINHãO,27/8/2024,INATIVO,21932368855,gustavo.oliveira.rodrigues@hotmail.com,PR,Palmas,2026-02-05 01:54:33.557723 UTC
WLY-4552,Y7FPT7LXG0ZQG3M6Y,`ricArDo SILVa MElO,749.590.665-46,20/07/1971,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2009,"R$ 257.455,00",CAMINHãO,10/7/2024,INATIVO,(30) 96655-1,amanda.rodrigues.rocha@hotmail.com,PR,Descanso,2026-02-05 01:54:33.557723 UTC
ZAI-5489,J6LB2QVGLFY4GMF37,GABRIEL CARDOSO OLIVEIRA,755.915.500-81,09/07/1977,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2011,"R$ 226.438,00",CAMINHãO,27/1/2025,INATIVO,(90) 95318-7351,fernanda.pereira.carvalho@ficticio.com.br,PR,Londrina,2026-02-05 01:54:33.557723 UTC
RPP-3579,0FFM4AN1VLPT58XAF,GABRIEL SILVA OLIVEIRA,916.712.455-29,14/07/1987,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2007,"R$ 190.184,00",CAMINHãO,27/1/2024,INATIVO,(25) 98400-1383,ana.ferreira.rocha@empresa.com,PR,Irani,2026-02-05 01:54:33.557723 UTC
ZGD-4443,E8MIZ3MLFXZFBZC7N,BRUNA MELO LIMA,812.187.169-50,15/07/1990,FIAT,CARGO 2629 E 6x4 Turbo 2p (diesel)(E5),2012,"R$ 293.207,00",CAMINHãO,30/12/2023,INATIVO,(47) 91979-8397,beatriz.alves.almeida@ficticio.com.br,PR,Caçador,2026-02-05 01:54:33.557723 UTC
MLD-5317,SABRRX5PZ59KQ6HO0,LETÍCIA ALMEIDA PEREIRA,336.762.760-74,24/09/1982,FIAT,CARGO 4331/ 4331S Turbo 2p (diesel),2005,"R$ 91.869,00",CAMINHãO,13/10/2023,INATIVO,(76) 93367-3521,camila.santos.martins@empresa.com,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
KWN-8888,88L9UVUYQ140MY7CO,JOÃO FERREIRA MARTINS,759.655.969-13,26/10/1986,FIAT,CARGO 815/815 S/815 E Turbo 2p (diesel),2008,"R$ 144.745,00",CAMINHãO,6/4/2024,INATIVO,(79) 95966-4572,julia.barbosa.ribeiro@ficticio.com.br,PR,Arroio do Meio,2026-02-05 01:54:33.557723 UTC
QHM-2202,8N5Z1VK5UN4QEWCZW,LUCAS SILVA ALMEIDA,595.674.439-53,06/12/1970,FIAT,CARGO 816 E/816 S Turbo 2p (diesel)(E5),2012,"R$ 167.466,00",CAMINHãO,20/10/2024,INATIVO,(78) 93162-8,gustavo.santos.gomes@ficticio.com.br,PR,Maringá,2026-02-05 01:54:33.557723 UTC
ETM-8004,CESHG3W7FH6YB4GDD,%RICA#RDO MELO MELO,842.720.701-65,11/06/1982,OUTROS,DAILY CHASSI 35S14 2p (dies.)(E5),2014,"R$ 132.931,00",CAMINHãO,20/10/2024,INATIVO,,,PR,Paiçandu,2026-02-05 01:54:33.557723 UTC
UBI-4850,2PKU48QK1XYA25LOP,LUCAS PEREIRA ALVE_S,603.656.423-43,13/05/1983,SCANIA,DURASTAR 4400 6x2 2p (diesel)(E5),2012,"R$ 125.613,00",CAMINHãO,25/5/2024,INATIVO,,,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
VQC-6198,G3W3H4MAVM0L2ETB6,bruna carvalho ol%iveira,124.960.618-52,13/11/1984,OUTROS,FH 400 4x2 2p (diesel),2007,"R$ 187.920,00",CAMINHãO,05/02/2024,INATIVO,,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
BEM-4862,IZ9RCOXSA63OL7DF8,^LUCAS  CARDOSO  CARVALHO,815.333.723-98,24/06/1970,OUTROS,FH 400 4x2 2p (diesel),2006,"R$ 182.750,00",CAMINHãO,10/11/2023,INATIVO,,rafael.barbosa.melo@ficticio.com.br,PR,,2026-02-05 01:54:33.557723 UTC
ELM-0919,TYPQ7UVE4AM4KY4HY,FERNANDA RODRIGUES MELO,542.284.751-91,04/01/1966,OUTROS,FH 400 4x2 2p (diesel),2007,"R$ 178.894,00",CAMINHãO,31/10/2023,INATIVO,(69) 93209-7825,beatriz.silva.araújo@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
OCI-6322,6N4X022GZVBJXJBUY,JOÃO ALMEIDA LIMA,738.711.842-90,10/06/1990,OUTROS,FH 400 6x2 2p (diesel),2009,"R$ 214.270,00",CAMINHãO,30/4/2024,INATIVO,(99) 97454-8279,gustavo.pereira.alves@outlook.com,RS,Mallet,2026-02-05 01:54:33.557723 UTC
EJP-8543,T2J66L2G2TAEPYWDI,MATEUS RIBEIRO COSTA,911.475.621-16,20/06/1979,OUTROS,FH 400 GLOBETROTTER 6x2 2p (diesel),2008,"R$ 184.737,00",CAMINHãO,24/7/2025,ATIVO,(90) 97209-6364,camila.carvalho.cardoso@hotmail.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
JNV-6204,A3J87MJEFG48T84AK,MATEUS  RIBEIRO  FERREIRA,388.408.495-42,18/12/1985,OUTROS,FH 440 4x2 2p (diesel),2011,"R$ 226.770,00",CAMINHãO,19/8/2025,ATIVO,(27) 91389-3,,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
IVY-4420,D0IXJAC6YNGV3FC1F,JOÃO  MARTINS  CARDOSO,817.961.334-37,04/06/1976,OUTROS,FH 440 4x2 2p (diesel),2009,"R$ 215.674,00",CAMINHãO,25/12/2023,INATIVO,TEL: (80) 90376-8707,,PR,Rio Negro,2026-02-05 01:54:33.557723 UTC
QWC-9914,CQCGV5XJRL97CVTVR,*CAMILA ARAÚJO *CARDOSO,390.635.701-50,23/05/1969,OUTROS,FH 440 4x2 2p (diesel),2008,"R$ 201.561,00",CAMINHãO,4/4/2024,INATIVO,36952714982,julia.rocha.alves@ficticio.com.br,PR,Rebouças,2026-02-05 01:54:33.557723 UTC
SCP-7413,NNCC4H9XEV0EZIU40,TIAGO RODRIGUES RIBEIRO,598.394.351-53,09/10/1991,OUTROS,FH 440 4x2 2p (diesel),2010,"R$ 255.854,00",CAMINHãO,8/4/2024,INATIVO,(47) 98023-3756,mateus.rodrigues.carvalho@outlook.com,RS,Mallet,2026-02-05 01:54:33.557723 UTC
DGC-2342,LTERNY8LPW1CY2CF5,`JOÃO G@OMES ARAÚJO,777.302.560-21,04/11/1974,OUTROS,FH 440 6x2 2p (diesel),2009,"R$ 224.948,00",CAMINHãO,25/3/2024,INATIVO,(82) 98584-3,camila.ferreira.carvalho@ficticio.com.br,SC,Lebon Régis,2026-02-05 01:54:33.557723 UTC
FQS-0272,M891RI0Q79NNXVSB1,AMANDA SOUZA PEREIRA,775.405.542-94,06/07/1981,OUTROS,FH 440 6x2 2p (diesel),2010,"R$ 238.671,00",CAMINHãO,17/3/2025,ATIVO,(88) 96825-4657,beatriz.oliveira.carvalho@gmail.com,SC,Cascavel,2026-02-05 01:54:33.557723 UTC
RKI-4549,C88CE8O5NLS8Y3XS8,LUCAS   PEREIRA   SOUZA`,263.855.204-42,04/03/1967,OUTROS,FH-12 380 4x2 2p (diesel),1998,"R$ 83.876,00",CAMINHãO,1/7/2024,INATIVO,(24) 97232-9,,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
CBX-5073,7MOFV3V6UY42PUE2Y,CAMILA ARAÚJO MARTINS,127.133.267-38,18/10/1979,OUTROS,FH-12 380 4x2 2p (diesel),2006,"R$ 155.313,00",CAMINHãO,10/10/2024,INATIVO,(88) 90716-3872,julia.melo.almeida@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
EDW-2507,JEH7L1TK6W1700R68,-tiago rocha silva,365.936.991-97,21/05/1981,OUTROS,FH-12 380 6x2 2p (diesel),2006,"R$ 166.271,00",CAMINHãO,20/9/2024,INATIVO,(74) 97630-2,,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
XCO-4365,CP8YWOUMKW9EYPNA0,JULIA MELO ROCHA*,149.317.138-69,14/02/1966,OUTROS,FH-12 380 GLOBETROTTER 4x2 2p (diesel),2002,"R$ 115.954,00",CAMINHãO,23/4/2024,INATIVO,,,MG,Cascavel,2026-02-05 01:54:33.557723 UTC
RLZ-5261,RAOUUW7487WE7O8VO,BRUN$A  SANTOS  MELO,226.753.352-10,01/03/1972,OUTROS,FH-12 420 6x2 2p (diesel),2005,"R$ 151.784,00",CAMINHãO,7/2/2025,INATIVO,(14) 90396-5,larissa.lima.rodrigues@empresa.com,SC,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
SDN-7455,L2FWT98A5QK5OUZEF,ANA MARTINS MARTINS,973.799.667-26,05/05/1978,OUTROS,FH-460 6x4 2p (diesel) (E5),2014,"R$ 311.491,00",CAMINHãO,22/12/2023,INATIVO,(42) 91995-2333,maria.barbosa.almeida@hotmail.com,SP,Candiota,2026-02-05 01:54:33.557723 UTC
OEG-9582,YAP1SHOGJO5JDDXH7,AMANDA ARAÚJO GOMES,559.834.115-17,17/07/1986,OUTROS,FH-460 6x4 2p (diesel) (E5),2014,"R$ 311.491,00",CAMINHãO,22/12/2023,INATIVO,(84) 91865-4780,ricardo.pereira.melo@gmail.com,PR,Ibiporã,2026-02-05 01:54:33.557723 UTC
HOZ-4683,IUCDGL49Z7EMYOHZ0,!JULIA SILVA MARTINS,454.976.273-37,26/05/1990,OUTROS,FH-460 6x4 2p (diesel) (E5),2014,"R$ 311.513,00",CAMINHãO,25/3/2024,INATIVO,TEL: (48) 97907-6012,,PR,Irani,2026-02-05 01:54:33.557723 UTC
MNB-0201,75ZMV28Y9P7MFY83A,ana alves ribeiro,964.177.567-96,03/12/1969,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2015,"R$ 410.769,00",CAMINHãO,17/9/2025,ATIVO,TEL: (68) 93771-4925,ana.rodrigues.costa@gmail.com,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
QCA-4637,W4QNKGAB82JG3ZDMQ,RAFAEL BARBOSA OLIVEIRA,574.910.996-71,10/01/1990,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2013,"R$ 290.222,00",CAMINHãO,28/2/2025,ATIVO,,,SC,Balsa Nova,2026-02-05 01:54:33.557723 UTC
WQO-3298,HQDPIIMB2E5WLC3CU,$BEATRIZ  GOMES  MARTINS,123.144.199-72,10/03/1967,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2014,"R$ 311.523,00",CAMINHãO,25/2/2024,INATIVO,31915013135,,PR,Tramandaí,2026-02-05 01:54:33.557723 UTC
MEJ-0361,BD2A9WG84JZOEYFZG,RICARDO GOMES ARAÚJO,837.267.862-16,21/05/1975,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2014,"R$ 308.455,00",CAMINHãO,7/5/2025,ATIVO,(16) 91499-4500,joão.carvalho.rocha@outlook.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
SGC-1574,PT3G2ECQX1TQDJH5O,PEDRO ALMEIDA SANTOS-,868.756.552-36,06/05/1978,OUTROS,FH-460 GLOBETROTTER 6x4 2p (diesel) (E5),2014,"R$ 336.310,00",CAMINHãO,26/9/2024,INATIVO,TEL: (14) 94815-7013,amanda.almeida.costa@gmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
SWX-8728,66Y7D231NPKKIDVCD,%LUCAS RIBEIRO RIBEIRO,622.864.898-43,27/02/1986,OUTROS,FH-540 6x4 2p (diesel) (E5),2018,"R$ 593.344,00",CAMINHãO,22/12/2023,INATIVO,,pedro.rocha.souza@hotmail.com,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
MHT-9903,IWFCRCYY1TQUV9GPA,BEATRIZ ALMEIDA S´ANTOS,706.737.202-79,12/05/1990,OUTROS,FH-540 6x4 2p (diesel) (E5),2018,"R$ 592.038,00",CAMINHãO,24/1/2024,INATIVO,56907284893,maria.rodrigues.cardoso@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
GVG-8206,ACTI0Y1MF7QMHKA67,LARISSA ROCHA BARBOSA,504.670.778-21,13/08/1990,OUTROS,FH-540 6x4 2p (diesel) (E5),2022,"R$ 882.375,00",CAMINHãO,26/10/2023,INATIVO,(64) 90646-3454,rodrigo.barbosa.ribeiro@gmail.com,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
MEG-5527,7C2DQIV573K0AB7T8,ANA   CARVALHO   GOMES,964.563.498-35,19/12/1967,OUTROS,FH-540 6x4 2p (diesel) (E5),2022,"R$ 882.375,00",CAMINHãO,3/10/2023,INATIVO,(53) 90064-9,tiago.ferreira.barbosa@empresa.com,SP,Mandaguaçu,2026-02-05 01:54:33.557723 UTC
FJN-5190,50RZ24PMXFV3Z9KRX,GUSTAVO LIMA RODRIGUES,720.551.458-46,08/10/1990,OUTROS,FH-540 6x4 2p (diesel) (E5),2020,"R$ 565.792,00",CAMINHãO,26/6/2025,ATIVO,(43) 93502-3812,camila.ribeiro.silva@ficticio.com.br,PR,Campo do Tenente,2026-02-05 01:54:33.557723 UTC
MUL-6010,E10NW6ZDDGY82LR9J,RODRIGO MELO CARDOSO,842.939.524-79,20/07/1987,OUTROS,FH-540 6x4 2p (diesel) (E5),2018,"R$ 508.774,00",CAMINHãO,26/6/2025,ATIVO,(26) 97048-2710,pedro.pereira.rodrigues@hotmail.com,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
IMW-2967,TSXOVVEZU8CQSIRTZ,RODRIGO  PEREIRA  RIBEIRO,580.190.798-23,26/09/1982,OUTROS,FH-540 GLOBETROTTER 6x4 2p (diesel) (E5),2018,"R$ 592.905,00",CAMINHãO,04/07/2023,INATIVO,,camila.ribeiro.oliveira@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
JWL-2029,AQ2DHFAGHNFUWJ2JE,MATEUS RODRIGUES LIMA,863.120.303-25,04/03/1979,OUTROS,FH-540 GLOBETROTTER 6x4 2p (diesel) (E5),2020,"R$ 724.455,00",CAMINHãO,7/12/2023,INATIVO,14966035554,joão.alves.cardoso@outlook.com,SP,Cambé,2026-02-05 01:54:33.557723 UTC
SGX-9131,J0Z96XN0VCJIKA7QS,#beatriz alves martins,666.491.702-95,16/03/1986,OUTROS,FH-540 GLOBETROTTER 6x4 2p (diesel) (E5),2022,"R$ 840.300,00",CAMINHãO,6/2/2024,INATIVO,(79) 94623-3,,PR,Irati,2026-02-05 01:54:33.557723 UTC
UXQ-4739,5GREDNEC7LX5WB8R3,*FeRnanDA a!RAÚJO saNTOs,961.948.748-61,26/12/1973,OUTROS,FMX 500 6x4 2p (diesel) (E5),2014,"R$ 244.737,00",CAMINHãO,19/6/2024,INATIVO,TEL: (42) 94845-7053,,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
ZSD-3993,3HV4RVG38CZ6AWSPF,~peDro ALVes aRaújo,952.851.917-22,24/07/1988,OUTROS,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),2017,"R$ 342.355,00",CAMINHãO,28/11/2024,INATIVO,76917926501,camila.silva.ribeiro@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
NSL-6985,TMKCUO9UT2H5L2UVF,GABRIEL SILVA CARDOSO,175.530.544-82,04/01/1982,OUTROS,G-380 A 4x2 2p (diesel),2009,"R$ 215.000,00",CAMINHãO,12/12/2023,INATIVO,(73) 91326-7,julia.souza.rodrigues@gmail.com,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
BSJ-8720,45LJX8TE40NGUXYR9,`GUSTAVO BARBOSA PEREIRA,206.777.348-19,02/05/1986,OUTROS,G-380 A 4x2 2p (diesel),2011,"R$ 243.390,00",CAMINHãO,10/6/2024,INATIVO,TEL: (49) 97497-6584,mateus.cardoso.oliveira@empresa.com,PR,Mallet,2026-02-05 01:54:33.557723 UTC
IDV-5888,QRC12P2JXW7GJ7Z4K,_MARIA CARDOSO CARDOSO,994.462.366-63,27/07/1966,OUTROS,G-380 A 4x2 2p (diesel),2009,"R$ 231.728,00",CAMINHãO,31/5/2025,ATIVO,,bruna.martins.santos@gmail.com,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
UYP-1104,RNY0CGMAJMHCZTVE0,@BEATRIZ FERREIRA SOUZA,701.455.432-25,08/11/1988,OUTROS,G-380 A 4x2 2p (diesel),2010,"R$ 207.101,00",CAMINHãO,22/1/2025,INATIVO,16977963531,,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
MRA-1755,2YSFPCR4LINOC3MFB,bEATRiZ pEreira siLvA_,746.358.509-76,10/08/1969,OUTROS,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),2009,"R$ 221.005,00",CAMINHãO,16/12/2024,INATIVO,TEL: (80) 93024-2454,,PR,Capitão Leônidas Marques,2026-02-05 01:54:33.557723 UTC
TVB-4327,YYOKTKLO6KO1RZFXZ,LUCAS   OLIVEIRA   BARBOSA,378.887.766-10,09/01/1988,OUTROS,G-420 A 4x2 2p (diesel),2011,"R$ 243.256,00",CAMINHãO,15/8/2024,INATIVO,TEL: (57) 94641-5786,,SC,Céu Azul,2026-02-05 01:54:33.557723 UTC
OOG-6105,BFGO4CFO2S6W3GE7T,MATEUS MELO RIBEIRO,290.774.200-30,17/11/1969,OUTROS,G-420 A 4x2 2p (diesel),2011,"R$ 243.632,00",CAMINHãO,28/2/2024,INATIVO,,tiago.rodrigues.melo@ficticio.com.br,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
TZE-8337,CWWDZBKHOSLRVHVPZ,`MARIA CARVALHO MARTINS,623.338.716-21,25/06/1991,OUTROS,G-420 A 4x2 2p (diesel),2010,"R$ 239.787,00",CAMINHãO,3/3/2025,ATIVO,(17) 95380-5,fernanda.ferreira.rodrigues@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
QNQ-6255,OSS3DE7YNES8E1MHW,L_ETÍCIA RIBEIRO GOMES´,875.979.859-76,25/05/1980,OUTROS,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),2010,"R$ 225.131,00",CAMINHãO,25/3/2024,INATIVO,(95) 99654-5,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
TUB-0604,UB3SE70RTF6IJDDWD,RicarDo siLVa RodRIGUES,939.356.211-57,26/10/1981,OUTROS,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),2011,"R$ 232.856,00",CAMINHãO,21/7/2025,ATIVO,81945949055,pedro.cardoso.carvalho@gmail.com,PR,Belo Horizonte,2026-02-05 01:54:33.557723 UTC
PRL-4617,Z70RP0M9I4AX2K3I9,MArIA ROCHA barBoSA,474.531.502-75,26/11/1982,OUTROS,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),2008,"R$ 190.798,00",CAMINHãO,5/1/2024,INATIVO,(11) 96937-4,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
HNA-3582,7E7W0JWZZVDUPN9E3,*RODRIGO GOMES RIBEIRO,829.655.178-25,25/12/1986,OUTROS,G-420 A 6x4 2p (diesel),2010,"R$ 229.865,00",CAMINHãO,28/12/2023,INATIVO,,lucas.souza.lima@empresa.com,PR,Araruna,2026-02-05 01:54:33.557723 UTC
ZXQ-1027,03U2XCV2D98L0809G,RAFAEL MARTINS SANTOS%,426.361.453-24,02/07/1975,OUTROS,G-420 A 6x4 2p (diesel),2011,"R$ 242.204,00",CAMINHãO,27/12/2024,INATIVO,,pedro.melo.rodrigues@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
JHL-6215,4E2EUWN4I5S641M3C,MATEUS CARDOSO ALVES,378.837.983-51,07/08/1982,OUTROS,G-440 A 6x2 2p (diesel)(E5),2012,"R$ 292.202,00",CAMINHãO,15/12/2023,INATIVO,(59) 94567-6578,lucas.rodrigues.souza@ficticio.com.br,RS,Imbaú,2026-02-05 01:54:33.557723 UTC
HOY-8757,1CC5PVLB95KE5MH67,GaBRIeL coSt@A alVEs,103.418.188-76,08/09/1969,OUTROS,G-440 A 6x4 2p (diesel) (E5),2018,"R$ 422.575,00",CAMINHãO,3/10/2023,INATIVO,(84) 92282-8,tiago.ferreira.cardoso@gmail.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
WUG-1225,S9RQ3VSZBNQ4HX21Y,RICARDO LIMA CARVALHO,432.140.656-38,25/07/1987,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,(90) 97060-2128,lucas.rocha.santos@gmail.com,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
WNV-7838,V23AP308CF6RRYMKG,BRUNA COSTA CARDOSO,803.435.236-98,15/10/1979,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,,ricardo.ribeiro.pereira@gmail.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
OMS-3274,JXNZ2ZCYVMIRSWNPJ,JOÃO  BARBOSA  ALVES,422.460.985-43,20/02/1986,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,(34) 99255-9,camila.cardoso.ribeiro@outlook.com,PR,Rio das Antas,2026-02-05 01:54:33.557723 UTC
HZY-6122,DWBXXBYUOYGT6JH9T,tiago  lima  melo$,556.662.331-84,16/03/1975,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,TEL: (84) 91254-2333,,RS,Santa Tereza do Oeste,2026-02-05 01:54:33.557723 UTC
ZMC-6900,8BL43T4BFMZQ7O4TV,LETÍCIA MARTINS CARDOSO,998.764.837-82,14/01/1974,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,(86) 90509-4,lucas.ferreira.alves@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
HXX-0848,B8HEO63458IZE99HP,RodriGO BarBOSa SAnTOs,409.673.169-74,07/06/1984,OUTROS,G-560 A 6x4 XT (diesel)(E6),2024,"R$ 989.671,00",CAMINHãO,11/10/2024,INATIVO,18924034851,,PR,Videira,2026-02-05 01:54:33.557723 UTC
FAF-0831,9UFO849LJJQ7NXZJO,FERNANDA GOMES MARTINS,530.141.118-12,23/12/1983,OUTROS,HOWO 420 A7 6x2 2p (diesel)(E5),2012,"R$ 89.217,00",CAMINHãO,23/7/2025,ATIVO,(35) 98397-5461,letícia.costa.ribeiro@ficticio.com.br,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
ZFA-1604,PPOFC0GZ8SOT1EV97,PEDRO CARVALHO ARAÚJO,118.375.950-67,03/06/1986,OUTROS,HOWO 420 A7 6x2 2p (diesel)(E5),2012,"R$ 89.217,00",CAMINHãO,23/7/2025,ATIVO,(12) 99706-2612,bruna.santos.rodrigues@gmail.com,PR,General Carneiro,2026-02-05 01:54:33.557723 UTC
NAO-6010,BCHLKQ221O7OY0TCI,JOÃO ARAÚJO ALVES,922.139.158-73,20/12/1981,OUTROS,INTERNATIONAL 9800/9800i 6x4 2p (diesel),2010,"R$ 136.868,00",CAMINHãO,20/6/2024,INATIVO,(47) 92485-1560,ricardo.melo.souza@empresa.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
BKO-5670,YEF9LS7FHX41FHCKV,fernanda santos araúj_o#,285.271.243-44,06/01/1984,OUTROS,INTERNATIONAL 9800i 6x4 2p (diesel)(E5),2012,"R$ 129.361,00",CAMINHãO,11/10/2024,INATIVO,(87) 91642-4,,PR,Fraiburgo,2026-02-05 01:54:33.557723 UTC
JPE-0706,D8CZKU6VZQKJQNVKO,CAMILA ALVES CARDOS!O,569.689.649-39,27/04/1962,OUTROS,L 1513,1983,"R$ 38.540,00",CAMINHãO,20/9/2024,INATIVO,,pedro.pereira.cardoso@gmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
OPN-4658,VSBQPL8I87EW7YFZ2,FERNANDA  ^MELO  MELO,262.719.705-52,08/02/1967,OUTROS,L 1513,1977,"R$ 60.000,00",CAMINHãO,15/12/2023,INATIVO,,rodrigo.ferreira.silva@empresa.com,GO,Mandaguaçu,2026-02-05 01:54:33.557723 UTC
OYD-6649,LZYX19GZRINOVQ0KV,LUCAS ALMEIDA RODRIGUES,313.601.818-72,20/11/1973,OUTROS,L-1113 2p (diesel),1985,"R$ 72.313,00",CAMINHãO,20/7/2024,INATIVO,(53) 90615-7791,larissa.rodrigues.lima@empresa.com,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
JTW-8131,F0JBZOO4GURWZMUGQ,-letícia OlIveira RochA,959.973.531-51,11/03/1981,OUTROS,L-1218 3-Eixos 2p (diesel),1997,"R$ 114.215,00",CAMINHãO,4/12/2023,INATIVO,69977312157,pedro.cardoso.melo@hotmail.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
EKL-4435,SNSXW9C917IFS1ZTS,JULIA ARAÚJO PEREIRA,823.415.890-21,25/08/1968,OUTROS,L-1314 3-Eixos 2p (diesel),1988,"R$ 60.017,00",CAMINHãO,10/9/2025,ATIVO,(91) 97002-4728,gabriel.oliveira.melo@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
MAO-8189,NQMI7VGNBDC5QCHFQ,TIAGO ALMEIDA SANTOS,868.672.933-17,25/01/1964,OUTROS,L-1518 3-Eixos 2p (diesel),1987,"R$ 54.297,00",CAMINHãO,19/9/2025,INATIVO,(35) 93954-7,camila.martins.barbosa@outlook.com,PR,Uruguaiana,2026-02-05 01:54:33.557723 UTC
