status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,22/12/2023,AMANDA ARAÚJO GOMES,OEG-9582,FH-460 6x4 2p (diesel) (E5),"R$ 311.491,00",CAMINHãO,Ibiporã,PR,(84) 91865-4780,Gerado automaticamente para sincronização,25/12/2023,01/01/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 120,00",61506208.0,Azimute,amanda19,545951.0,2026-02-12 17:54:18.915138 UTC,05/01/2024
ATIVO,25/3/2024,!JULIA SILVA MARTINS,HOZ-4683,FH-460 6x4 2p (diesel) (E5),"R$ 311.513,00",CAMINHãO,Irani,PR,TEL: (48) 97907-6012,Gerado automaticamente para sincronização,02/04/2024,08/04/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA DO BAIXINHO,"R$ 90,00",19875772.0,Azimute,!julia21,953695.0,2026-02-12 17:54:18.915385 UTC,13/04/2024
ATIVO,25/2/2024,$BEATRIZ  GOMES  MARTINS,WQO-3298,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),"R$ 311.523,00",CAMINHãO,Tramandaí,PR,31915013135,Gerado automaticamente para sincronização,28/02/2024,08/03/2024,ENTREGUE,NÃO,PENDENTE,MECÂNICA RÁPIDO,"R$ 150,00",31004340.0,Azimute,$beatriz55,573978.0,2026-02-12 17:54:18.915634 UTC,
ATIVO,10/6/2024,`GUSTAVO BARBOSA PEREIRA,BSJ-8720,G-380 A 4x2 2p (diesel),"R$ 243.390,00",CAMINHãO,Mallet,PR,TEL: (49) 97497-6584,Gerado automaticamente para sincronização,14/06/2024,19/06/2024,ENTREGUE,SIM,INSTALADO,TECH SANTOS,"R$ 100,00",43033291.0,Azimute,`gustavo68,933894.0,2026-02-12 17:54:18.918384 UTC,23/06/2024
ATIVO,16/12/2024,bEATRiZ pEreira siLvA_,MRA-1755,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),"R$ 221.005,00",CAMINHãO,Capitão Leônidas Marques,PR,TEL: (80) 93024-2454,Gerado automaticamente para sincronização,20/12/2024,30/12/2024,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA RÁPIDO,"R$ 90,00",20840823.0,Azimute,beatriz32,120588.0,2026-02-12 17:54:18.918848 UTC,01/01/2025
ATIVO,15/8/2024,LUCAS   OLIVEIRA   BARBOSA,TVB-4327,G-420 A 4x2 2p (diesel),"R$ 243.256,00",CAMINHãO,Céu Azul,SC,TEL: (57) 94641-5786,Gerado automaticamente para sincronização,19/08/2024,28/08/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA EXPRESS,"R$ 150,00",10976440.0,Azimute,lucas88,543167.0,2026-02-12 17:54:18.919088 UTC,30/08/2024
ATIVO,28/12/2023,*RODRIGO GOMES RIBEIRO,HNA-3582,G-420 A 6x4 2p (diesel),"R$ 229.865,00",CAMINHãO,Araruna,PR,,Gerado automaticamente para sincronização,05/01/2024,08/01/2024,ENTREGUE,SIM,INSTALADO,OFICINA NORTE,"R$ 80,00",43073839.0,Azimute,*rodrigo60,909184.0,2026-02-12 17:54:18.919970 UTC,11/01/2024
ATIVO,11/10/2024,RodriGO BarBOSa SAnTOs,HXX-0848,G-560 A 6x4 XT (diesel)(E6),"R$ 989.671,00",CAMINHãO,Videira,PR,18924034851,Gerado automaticamente para sincronização,17/10/2024,20/10/2024,ENTREGUE,SIM,INSTALADO,OFICINA NORTE,"R$ 90,00",24759423.0,Azimute,rodrigo3,296306.0,2026-02-12 17:54:18.921930 UTC,23/10/2024
ATIVO,11/10/2024,fernanda santos araúj_o#,BKO-5670,INTERNATIONAL 9800i 6x4 2p (diesel)(E5),"R$ 129.361,00",CAMINHãO,Fraiburgo,PR,(87) 91642-4,Gerado automaticamente para sincronização,12/10/2024,25/10/2024,ENTREGUE,SIM,INSTALADO,ELETRO RÁPIDO,"R$ 100,00",31581108.0,Azimute,fernanda63,925818.0,2026-02-12 17:54:18.922334 UTC,29/10/2024
ATIVO,15/12/2023,FERNANDA  ^MELO  MELO,OPN-4658,L 1513,"R$ 60.000,00",CAMINHãO,Mandaguaçu,GO,,Gerado automaticamente para sincronização,24/12/2023,08/01/2024,ENTREGUE,NÃO,INSTALADO,INSTALADORA GLOBAL,"R$ 100,00",33901704.0,Azimute,fernanda21,947655.0,2026-02-12 17:54:18.922744 UTC,14/01/2024
ATIVO,20/12/2023,RICARDO ARAÚJO RODRIGUES,MJD-5992,L-1621 2p (diesel),"R$ 117.428,00",CAMINHãO,Campo do Tenente,SP,(95) 98886-3150,Gerado automaticamente para sincronização,25/12/2023,28/12/2023,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA SANTOS,"R$ 150,00",39132409.0,Azimute,ricardo29,204542.0,2026-02-12 17:54:18.923548 UTC,29/12/2023
ATIVO,10/5/2024,CAMILA OLIVEIRA FERREIRA,RBQ-6952,M.BENZ/L1218 R,"R$ 87.845,00",CAMINHãO,Colombo,PR,(12) 99714-4224,Gerado automaticamente para sincronização,15/05/2024,20/05/2024,ENTREGUE,SIM,INSTALADO,OFICINA DO ALEMÃO,"R$ 80,00",51112398.0,Azimute,camila41,588337.0,2026-02-12 17:54:18.924642 UTC,23/05/2024
ATIVO,6/8/2024,BEATRIZ MARTINS GOMES,IBL-0076,Meteor 29.520 6x4 2p (diesel)(E5),"R$ 607.903,00",CAMINHãO,Palmeira das Missões,RS,(56) 92165-4426,Gerado automaticamente para sincronização,16/08/2024,28/08/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 100,00",17004391.0,Azimute,beatriz26,621912.0,2026-02-12 17:54:18.925118 UTC,30/08/2024
ATIVO,4/9/2023,LUCAS OLIVEIRA CARDOSO,BEZ-1070,P-114 GA 330 4x2 NZ 2p (diesel),"R$ 138.829,00",CAMINHãO,Assaí,PR,(86) 91656-1104,Gerado automaticamente para sincronização,08/09/2023,11/09/2023,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO LIDER,"R$ 100,00",42999367.0,Azimute,lucas50,537349.0,2026-02-12 17:54:18.925341 UTC,11/09/2023
ATIVO,1/9/2024,FERNANDA ROCHA PEREIRA,NJC-6421,P-320 B 8x2 2p (diesel)(E5),"R$ 594.733,00",CAMINHãO,Dom Pedrito,PR,(94) 94999-3663,Gerado automaticamente para sincronização,11/09/2024,16/09/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA DO BAIXINHO,"R$ 150,00",67643623.0,Azimute,fernanda21,605983.0,2026-02-12 17:54:18.926718 UTC,17/09/2024
ATIVO,30/8/2025,#ERROR!,HZE-2775,P-320 B 8x2 2p (diesel)(E5),"R$ 547.177,00",CAMINHãO,Timóteo,MG,(21) 91589-6,Gerado automaticamente para sincronização,09/09/2025,12/09/2025,ENTREGUE,SIM,INSTALADO,AUTO CENTER ROTA 66,"R$ 120,00",10307472.0,Azimute,#error!86,636345.0,2026-02-12 17:54:18.926944 UTC,15/09/2025
ATIVO,5/3/2024,ANA OLIVEIRA ALVES,TOC-2166,P-340 A 4x2 2p (diesel),"R$ 179.707,00",CAMINHãO,Videira,PR,(61) 99340-7951,Gerado automaticamente para sincronização,11/03/2024,24/03/2024,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA RÁPIDO,"R$ 80,00",98375817.0,Azimute,ana62,213437.0,2026-02-12 17:54:18.927160 UTC,27/03/2024
ATIVO,10/5/2024,MATEUS RIBEIRO ALVES,SJH-0340,R-124 GA 420 4x2 NZ 2p (diesel) / Millen,"R$ 165.959,00",CAMINHãO,Guaraniaçu,PR,TEL: (39) 99460-6368,Gerado automaticamente para sincronização,14/05/2024,16/05/2024,ENTREGUE,SIM,INSTALADO,AUTO CENTER CENTRAL,"R$ 150,00",29986244.0,Azimute,mateus3,501799.0,2026-02-12 17:54:18.929199 UTC,20/05/2024
ATIVO,11/1/2024,RAFAEL COSTA RIBEIRO,BTJ-9113,R-440 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),"R$ 311.943,00",CAMINHãO,Palmeira das Missões,RS,,Gerado automaticamente para sincronização,20/01/2024,25/01/2024,ENTREGUE,SIM,INSTALADO,OFICINA ROTA 66,"R$ 90,00",98083568.0,Azimute,rafael37,663838.0,2026-02-12 17:54:18.930424 UTC,28/01/2024
ATIVO,20/12/2023,%RODRIGO CARVALHO OLIVEIRA,JFH-1965,STRALIS HD/NR 570-S38T 3-Eixos 2p (dies),"R$ 166.531,00",CAMINHãO,Siqueira Campos,RS,TEL: (23) 94513-5297,Gerado automaticamente para sincronização,30/12/2023,13/01/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",22637221.0,Azimute,%rodrigo32,731538.0,2026-02-12 17:54:18.931894 UTC,16/01/2024
ATIVO,29/2/2024,RICARDO COSTA ARAÚJO,BGX-8597,T-112 H 320 4x2 2p (diesel),"R$ 61.405,00",CAMINHãO,Campo Magro,PR,(76) 91631-1107,Gerado automaticamente para sincronização,07/03/2024,17/03/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 150,00",59554329.0,Azimute,ricardo68,578115.0,2026-02-12 17:54:18.932262 UTC,20/03/2024
ATIVO,20/3/2024,RICARDO PEREIRA CARVALHO,LIW-2886,T-113 H 360 4x2 2p (diesel),"R$ 102.594,00",CAMINHãO,Caçador,PR,(73) 98534-8747,Gerado automaticamente para sincronização,22/03/2024,31/03/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA TOTAL,"R$ 80,00",28928658.0,Azimute,ricardo36,372428.0,2026-02-12 17:54:18.933400 UTC,03/04/2024
ATIVO,5/3/2025,~GUSTAVO LIMA LIMA,GSI-3369,T-113 H 360 4x2 2p (diesel),"R$ 116.927,00",CAMINHãO,Campo Alegre,PR,(45) 98199-2,Gerado automaticamente para sincronização,11/03/2025,15/03/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA DO BAIXINHO,"R$ 80,00",35730920.0,Azimute,~gustavo24,662730.0,2026-02-12 17:54:18.933571 UTC,16/03/2025
ATIVO,23/10/2024,LETÍCIA FERREIRA ARAÚJO,HEG-4947,T-114 GA 360 4x2 NZ 2p (diesel),"R$ 125.150,00",CAMINHãO,Andirá,PR,(57) 91276-4499,Gerado automaticamente para sincronização,28/10/2024,12/11/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO LIDER,"R$ 150,00",47497583.0,Azimute,letícia61,365742.0,2026-02-12 17:54:18.934017 UTC,15/11/2024
ATIVO,20/10/2024,JoãO oLivEira MElO`,EVV-6305,TECTOR 11-190 4x2 (diesel)(E5),"R$ 288.215,00",CAMINHãO,Gravataí,PR,(95) 96886-8,Gerado automaticamente para sincronização,22/10/2024,24/10/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 100,00",42893166.0,Azimute,joão38,410572.0,2026-02-12 17:54:18.934205 UTC,28/10/2024
ATIVO,14/10/2024,TIAGO SANTOS COSTA,BZN-3698,TECTOR 11-190 4x2 (diesel)(E5),"R$ 288.215,00",CAMINHãO,Herval,SP,(65) 93978-7349,Gerado automaticamente para sincronização,22/10/2024,01/11/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 80,00",12729988.0,Azimute,tiago49,989637.0,2026-02-12 17:54:18.934395 UTC,05/11/2024
ATIVO,10/7/2024,ANA sILVa OlIVEIra,TTA-2856,VM 330 8x2 2p (diesel) (E5),"R$ 526.590,00",CAMINHãO,Mandaguaçu,PR,46958931678,Gerado automaticamente para sincronização,15/07/2024,24/07/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA SILVA,"R$ 90,00",79463966.0,Azimute,ana40,370545.0,2026-02-12 17:54:18.936053 UTC,24/07/2024
ATIVO,4/12/2025,%RICARDO   GOMES   BARBOSA,ZFS-6603,SR/GUERRA AG GR,"R$ 50.000,00",Carretas,Dom Pedrito,PR,,Gerado automaticamente para sincronização,13/12/2025,18/12/2025,ENTREGUE,SIM,INSTALADO,OFICINA SANTOS,"R$ 80,00",13624127.0,Azimute,%ricardo99,867584.0,2026-02-12 17:54:18.937171 UTC,19/12/2025
ATIVO,26/11/2025,RODRIGO SANTOS OLIVEIRA,LPW-2800,SR/GUERRA AG GR,"R$ 37.500,00",Carretas,Paverama,SC,(62) 95721-7976,Gerado automaticamente para sincronização,06/12/2025,09/12/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA LIDER,"R$ 150,00",51889877.0,Azimute,rodrigo3,217700.0,2026-02-12 17:54:18.937405 UTC,13/12/2025
ATIVO,5/5/2025,JULIA SOUZA CARVALHO,KWQ-2317,207 XR Sport 1.4 Flex 8V 5p,"R$ 18.959,00",Leves,Lebon Régis,PR,(13) 93536-1013,Gerado automaticamente para sincronização,12/05/2025,21/05/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA SUL,"R$ 90,00",97656450.0,Azimute,julia30,203245.0,2026-02-12 17:54:18.938344 UTC,24/05/2025
ATIVO,20/12/2025,FeRnAnDa caRdOso GoMeS,MOV-3741,ARGO 1.0 6V Flex.,"R$ 62.894,00",Leves,Vilhena,PR,89955352975,Gerado automaticamente para sincronização,29/12/2025,01/01/2026,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO NORTE,"R$ 120,00",90906327.0,Azimute,fernanda90,183717.0,2026-02-12 17:54:18.941116 UTC,06/01/2026
ATIVO,22/5/2025,MARIA MELO FERREIRA,NTJ-4417,Besta GS Grand 3.0 8V 16L Diesel,"R$ 35.753,00",Leves,Vitorino,RO,(58) 94243-8915,Gerado automaticamente para sincronização,30/05/2025,09/06/2025,ENTREGUE,SIM,INSTALADO,TECH SUL,"R$ 80,00",17967712.0,Azimute,maria27,332967.0,2026-02-12 17:54:18.942569 UTC,11/06/2025
ATIVO,25/6/2025,JOÃO RIBEIRO PEREIRA,TXR-9704,C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut,"R$ 40.483,00",Leves,Céu Azul,PR,88944928538,Gerado automaticamente para sincronização,26/06/2025,29/06/2025,ENTREGUE,SIM,INSTALADO,TECH SANTOS,"R$ 80,00",14588036.0,Azimute,joão54,132902.0,2026-02-12 17:54:18.942830 UTC,29/06/2025
ATIVO,21/2/2024,TIAGO   CARDOSO   MARTINS^,UJT-1841,C5 Exclusive 2.0 16V 4p Aut.,"R$ 20.928,00",Leves,Canoinhas,PR,(83) 95783-6,Gerado automaticamente para sincronização,29/02/2024,11/03/2024,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA SANTOS,"R$ 120,00",69171643.0,Azimute,tiago13,179589.0,2026-02-12 17:54:18.944002 UTC,11/03/2024
ATIVO,5/11/2025,PEDRO LIMA COSTA,XVM-8463,CAPTIVA SPORT FWD 3.0 V6 24V 268cv 4x2,"R$ 39.033,00",Leves,Céu Azul,SC,(40) 91264-2529,Gerado automaticamente para sincronização,10/11/2025,24/11/2025,ENTREGUE,SIM,INSTALADO,OFICINA RÁPIDO,"R$ 120,00",25778115.0,Azimute,pedro49,177728.0,2026-02-12 17:54:18.944211 UTC,27/11/2025
ATIVO,24/09/2025,GU_STAVO FERREIRA CARVALHO´,BMP-4622,COMPASS S T270 1.3 TB 4x2 Flex Aut.,"R$ 161.901,00",Leves,Bandeirantes,PR,,Gerado automaticamente para sincronização,30/09/2025,12/10/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",59812478.0,Azimute,gu_stavo35,910273.0,2026-02-12 17:54:18.944873 UTC,14/10/2025
ATIVO,10/12/2025,LUCAS SOUZA MARTINS,WPH-6011,CROSSFOX 1.6 Mi Total Flex 8V 5p,"R$ 29.975,00",Leves,Candói,PR,,Gerado automaticamente para sincronização,11/12/2025,22/12/2025,ENTREGUE,NÃO,INSTALADO,OFICINA SUL,"R$ 100,00",90559961.0,Azimute,lucas33,953481.0,2026-02-12 17:54:18.945504 UTC,24/12/2025
ATIVO,20/9/2025,julia  carvalho  oliveira,GEJ-9934,Cerato 1.6 16V Aut.,"R$ 41.959,00",Leves,São José dos Pinhais,SP,TEL: (27) 97370-9557,Gerado automaticamente para sincronização,30/09/2025,09/10/2025,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA SANTOS,"R$ 80,00",47989609.0,Azimute,julia13,556604.0,2026-02-12 17:54:18.947553 UTC,13/10/2025
ATIVO,23/2/2024,beatriz pereira carvalho,FPJ-8984,Cerato 1.6 16V Mec.,"R$ 37.912,00",Leves,Prudentópolis,PR,(85) 92526-6,Gerado automaticamente para sincronização,03/03/2024,10/03/2024,ENTREGUE,SIM,INSTALADO,ELETRO NORTE,"R$ 100,00",22062383.0,Azimute,beatriz9,596147.0,2026-02-12 17:54:18.947787 UTC,13/03/2024
ATIVO,13/08/2025,RAFAEL RODRIGUES ARAÚJO,QGF-1466,Clio Hi-Flex 1.0 16V 5p,"R$ 22.334,00",Leves,Três Barras do Paraná,PR,(77) 96512-9598,Gerado automaticamente para sincronização,21/08/2025,26/08/2025,ENTREGUE,SIM,INSTALADO,ELETRO NORTE,"R$ 100,00",69520124.0,Azimute,rafael52,114454.0,2026-02-12 17:54:18.949044 UTC,27/08/2025
ATIVO,10/5/2024,#ERROR!,BUX-3887,Clio Hi-Flex 1.0 16V 5p,"R$ 21.160,00",Leves,Bagé,PR,(93) 99492-8,Gerado automaticamente para sincronização,13/05/2024,16/05/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA SUL,"R$ 150,00",33332293.0,Azimute,#error!99,503740.0,2026-02-12 17:54:18.949296 UTC,18/05/2024
ATIVO,16/5/2025,RODRIGO CARDOSO ARAÚJO,JJC-3583,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,"R$ 29.755,00",Leves,Carlópolis,PR,98997226970,Gerado automaticamente para sincronização,19/05/2025,30/05/2025,ENTREGUE,NÃO,PENDENTE,AUTO CENTER CENTRAL,"R$ 120,00",65891466.0,Azimute,rodrigo71,860170.0,2026-02-12 17:54:18.950191 UTC,
ATIVO,22/10/2025,rafael lima martins+,JSR-6446,Corsa Wagon GL 1.6 MPFI 4p,"R$ 11.210,00",Leves,Rolândia,PR,(62) 99433-4,Gerado automaticamente para sincronização,23/10/2025,26/10/2025,ENTREGUE,SIM,INSTALADO,ELETRO RÁPIDO,"R$ 120,00",48694032.0,Azimute,rafael14,348972.0,2026-02-12 17:54:18.951066 UTC,30/10/2025
ATIVO,12/11/2025,maTEUs feRREiRa pEREIRa,SUR-4835,EcoSport XL 1.6/ 1.6 Flex 8V 5p,"R$ 32.301,00",Leves,Pinheiro Machado,SP,(53) 96421-3,Gerado automaticamente para sincronização,15/11/2025,18/11/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",18844449.0,Azimute,mateus53,549825.0,2026-02-12 17:54:18.951734 UTC,23/11/2025
ATIVO,28/11/2024,MATEUS MARTINS LIMA,VHP-2058,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,"R$ 51.145,00",Leves,Capão do Leão,RS,(82) 97755-5,Gerado automaticamente para sincronização,08/12/2024,15/12/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA DO JOÃO,"R$ 90,00",63206130.0,Azimute,mateus61,913021.0,2026-02-12 17:54:18.953042 UTC,18/12/2024
ATIVO,15/9/2025,TIAGO ALVES MELO,HFO-4639,Gol (novo) 1.6 Mi Total Flex 8V 4p,"R$ 30.104,00",Leves,Inácio Martins,PR,(89) 93233-5055,Gerado automaticamente para sincronização,17/09/2025,22/09/2025,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 90,00",57642173.0,Azimute,tiago13,486465.0,2026-02-12 17:54:18.956110 UTC,27/09/2025
ATIVO,23/4/2025,JULIA SILVA FERREIRA,JBF-5413,Golf 1.6 Mi Total Flex 8V 4p,"R$ 39.736,00",Leves,Herval,PR,(34) 92900-6742,Gerado automaticamente para sincronização,26/04/2025,09/05/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA DO BAIXINHO,"R$ 120,00",38316886.0,Azimute,julia14,530987.0,2026-02-12 17:54:18.959233 UTC,13/05/2025
ATIVO,20/2/2024,~MATEUS SILVA ARAÚJO,EUN-8570,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,"R$ 22.270,00",Leves,Capinzal,MG,(53) 93459-2,Gerado automaticamente para sincronização,26/02/2024,01/03/2024,ENTREGUE,SIM,INSTALADO,AUTO CENTER ROTA 66,"R$ 150,00",16399182.0,Azimute,~mateus65,933145.0,2026-02-12 17:54:18.959472 UTC,02/03/2024
ATIVO,24/10/2022,BEATRIZ LIMA SOUZA~,XXW-2400,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,"R$ 47.639,00",Leves,Fazenda Rio Grande,PR,(52) 93005-1,Gerado automaticamente para sincronização,02/11/2022,16/11/2022,ENTREGUE,SIM,INSTALADO,MECÂNICA DO BAIXINHO,"R$ 100,00",43526325.0,Azimute,beatriz19,897328.0,2026-02-12 17:54:18.959918 UTC,21/11/2022
ATIVO,26/11/2025,RAFAEL OLIVEIRA PEREIRA,EVX-3826,Idea ELX 1.4 mpi Fire Flex 8V 5p,"R$ 26.917,00",Leves,Paiçandu,PR,25988342480,Gerado automaticamente para sincronização,06/12/2025,19/12/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA SILVA,"R$ 150,00",43521186.0,Azimute,rafael83,339903.0,2026-02-12 17:54:18.962517 UTC,19/12/2025
ATIVO,11/7/2025,lEtÍciA Araújo rocha,PAI-8242,Ka 1.0 8V/1.0 8V ST Flex 3p,"R$ 18.520,00",Leves,Bagé,PR,,Gerado automaticamente para sincronização,21/07/2025,23/07/2025,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",82483922.0,Azimute,letícia37,996467.0,2026-02-12 17:54:18.963007 UTC,24/07/2025
ATIVO,20/8/2025,BEATRIZ BARBOSA ARAÚJO,WHK-0467,Ka 1.0 SE/SE Plus TiVCT Flex 5p,"R$ 44.040,00",Leves,Figueira,PR,(53) 93414-1795,Gerado automaticamente para sincronização,25/08/2025,06/09/2025,ENTREGUE,SIM,INSTALADO,ELETRO SANTOS,"R$ 80,00",32465937.0,Azimute,beatriz25,503725.0,2026-02-12 17:54:18.963687 UTC,09/09/2025
ATIVO,15/9/2024,BRUNA COSTA SANTOS,QFE-0077,LINEA 1.9/ HLX 1.9/ 1.8 Flex 16V 4p,"R$ 23.629,00",Leves,Quitandinha,PR,(36) 97135-4122,Gerado automaticamente para sincronização,23/09/2024,06/10/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",73034211.0,Azimute,bruna10,344923.0,2026-02-12 17:54:18.964821 UTC,06/10/2024
ATIVO,8/11/2022,AMANDA SOUZA ALVES,MYA-8007,LOGAN Expression Flex 1.6 16V 4p,"R$ 44.352,00",Leves,Ponta Grossa,RO,82963176231,Gerado automaticamente para sincronização,10/11/2022,19/11/2022,ENTREGUE,SIM,INSTALADO,TECH SUL,"R$ 120,00",20476482.0,Azimute,amanda36,891959.0,2026-02-12 17:54:18.965300 UTC,21/11/2022
ATIVO,07/08/2025,LUCAS ROCHA ROCHA,DLY-5656,LOGAN Expression Hi-Flex 1.6 8V 4p,"R$ 24.143,00",Leves,Vilhena,PR,(86) 91065-9164,Gerado automaticamente para sincronização,17/08/2025,21/08/2025,ENTREGUE,SIM,INSTALADO,TECH SANTOS,"R$ 150,00",85730863.0,Azimute,lucas15,850450.0,2026-02-12 17:54:18.965773 UTC,26/08/2025
ATIVO,9/9/2025,MARIA RODRIGUES SOUZA,XNX-5319,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,"R$ 40.063,00",Leves,Santo Antônio da Platina,PR,TEL: (85) 90470-3268,Gerado automaticamente para sincronização,10/09/2025,23/09/2025,ENTREGUE,SIM,INSTALADO,ELETRO DO ALEMÃO,"R$ 120,00",24047817.0,Azimute,maria58,676023.0,2026-02-12 17:54:18.968546 UTC,28/09/2025
ATIVO,27/9/2025,TIAGO MELO ALMEIDA@,XIG-7729,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,"R$ 45.225,00",Leves,Bagé,PR,98993614946,Gerado automaticamente para sincronização,06/10/2025,17/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA SUL,"R$ 80,00",99543437.0,Azimute,tiago44,455181.0,2026-02-12 17:54:18.969008 UTC,22/10/2025
ATIVO,11/9/2025,AMANDA BARBOSA CARDOSO,KEI-1213,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,"R$ 31.437,00",Leves,Balneário Barra do Sul,PR,(84) 94045-9,Gerado automaticamente para sincronização,16/09/2025,29/09/2025,ENTREGUE,SIM,INSTALADO,TECH SANTOS,"R$ 150,00",63080613.0,Azimute,amanda37,247256.0,2026-02-12 17:54:18.970604 UTC,04/10/2025
ATIVO,27/6/2025,RODRIGO ALMEIDA GOMES,BHZ-7698,Palio ELX 1.3 mpi Fire 16V 4p,"R$ 12.607,00",Leves,Campo Magro,PR,(56) 93579-3674,Gerado automaticamente para sincronização,02/07/2025,10/07/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 80,00",36434322.0,Azimute,rodrigo87,521530.0,2026-02-12 17:54:18.971296 UTC,12/07/2025
ATIVO,16/5/2025,BRUNA RODRIGUES CARVALHO,KTH-5269,SANDERO Expression Flex 1.0 12V 5p,"R$ 43.752,00",Leves,Toledo,PR,(59) 93627-5571,Gerado automaticamente para sincronização,19/05/2025,29/05/2025,ENTREGUE,NÃO,PENDENTE,MECÂNICA SUL,"R$ 80,00",87403400.0,Azimute,bruna25,204681.0,2026-02-12 17:54:18.972619 UTC,
ATIVO,7/10/2021,CAMILA MELO PEREIRA,DZK-5102,SANDERO STEPWAY Flex 1.6 16V 5p,"R$ 54.447,00",Leves,Quitandinha,SC,,Gerado automaticamente para sincronização,10/10/2021,16/10/2021,ENTREGUE,SIM,INSTALADO,OFICINA RÁPIDO,"R$ 100,00",10412330.0,Azimute,camila91,886100.0,2026-02-12 17:54:18.972861 UTC,18/10/2021
ATIVO,24/6/2025,GABRIEL   CARVALHO   ALMEIDA,CIY-2468,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,"R$ 43.378,00",Leves,Nova Prata do Iguaçu,PR,,Gerado automaticamente para sincronização,02/07/2025,16/07/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO LIDER,"R$ 80,00",37460487.0,Azimute,gabriel17,115988.0,2026-02-12 17:54:18.973772 UTC,16/07/2025
ATIVO,10/9/2025,LETÍCIA  MELO  CARVALHO,WCU-4654,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,"R$ 39.907,00",Leves,Pará de Minas,RS,(23) 95323-9,Gerado automaticamente para sincronização,16/09/2025,24/09/2025,ENTREGUE,SIM,INSTALADO,OFICINA ROTA 66,"R$ 120,00",32244422.0,Azimute,letícia80,482309.0,2026-02-12 17:54:18.974008 UTC,25/09/2025
ATIVO,19/1/2024,GABRIEL FERREIRA RIBEIRO,MNV-4808,Strada Adventure1.8/ 1.8 LOCKER Flex CD,"R$ 47.097,00",Leves,Rosário do Sul,PR,(44) 95626-8698,Gerado automaticamente para sincronização,23/01/2024,02/02/2024,ENTREGUE,SIM,INSTALADO,ELETRO NORTE,"R$ 120,00",91058488.0,Azimute,gabriel3,248375.0,2026-02-12 17:54:18.975975 UTC,07/02/2024
